Dates,AAPL_HIGH,AAPL_LOW,AAPL_OPEN,AAPL_LAST,AAPL_IV1st_90%,AAPL_IV1st_95%,AAPL_IV1st_97.5%,AAPL_IV1st_100%,AAPL_IV1st_102.5%,AAPL_IV1st_105%,AAPL_IV1st_110%,AAPL_IV2nd_90%,AAPL_IV2nd_95%,AAPL_IV2nd_97.5%,AAPL_IV2nd_100%,AAPL_IV2nd_102.5%,AAPL_IV2nd_105%,AAPL_IV2nd_110%,AAPL_IV1m_90%,AAPL_IV1m_95%,AAPL_IV1m_97.5%,AAPL_IV1m_100%,AAPL_IV1m_102.5%,AAPL_IV1m_105%,AAPL_IV1m_110%,AAPL_IV2m_90%,AAPL_IV2m_95%,AAPL_IV2m_97.5%,AAPL_IV2m_100%,AAPL_IV2m_102.5%,AAPL_IV2m_105%,AAPL_IV2m_110%,AAPL_IV3m_90%,AAPL_IV3m_95%,AAPL_IV3m_97.5%,AAPL_IV3m_100%,AAPL_IV3m_102.5%,AAPL_IV3m_105%,AAPL_IV3m_110%
1/2/2021,135.38,130.93,133.75,134.14,41.8777,38.4617,37.8418,37.4418,37.4593,37.8014,39.6145,41.0553,39.7121,39.2059,39.2408,39.1669,39.3116,39.8493,40.9224,38.904,38.4294,38.1286,38.2955,38.4052,39.4595,40.5892,39.4995,39.1568,39.147,39.2778,39.3105,39.6588,40.4217,39.6571,39.4432,39.4173,39.5709,39.5193,39.6271
2/2/2021,136.31,134.61,135.73,134.99,38.6254,34.4148,33.3043,32.6873,32.9776,33.1902,35.0353,37.8535,36.2964,35.7212,35.3659,35.755,35.685,36.2308,37.5745,35.1465,34.4411,34.1626,34.3853,34.4693,35.3969,37.5414,36.3702,35.921,35.6529,36.0666,36.0212,36.3427,37.7954,37.018,36.715,36.5088,36.7884,36.7636,36.8577
3/2/2021,135.77,133.61,135.76,133.94,38.031,33.2254,32.03,31.3805,31.5214,31.9523,34.3438,37.03,35.3946,34.8731,34.7248,34.7268,34.7952,35.4621,36.8451,34.3046,33.606,33.3598,33.4617,33.611,34.6291,36.6915,35.4826,35.0652,34.9263,35.0944,35.1127,35.5237,36.9748,36.1947,35.8897,35.7574,35.8716,35.8412,35.9746
4/2/2021,137.4,134.59,136.3,137.39,36.3567,31.0336,29.9344,29.6526,29.9955,30.6856,33.7788,35.7462,34.2539,33.9155,33.9406,33.9153,34.2504,34.982,35.2781,32.9041,32.3834,32.2811,32.5261,32.7931,34.1149,35.7325,34.5866,34.3061,34.3603,34.4637,34.5708,35.1083,36.2922,35.5651,35.3246,35.3392,35.3762,35.319,35.6397
5/2/2021,137.42,135.86,137.35,136.76,34.5574,28.5147,27.198,26.8221,26.9285,27.7364,31.7729,34.179,32.6212,32.1562,32.1326,32.2395,32.323,33.1987,33.4216,30.8959,30.3996,30.3445,30.3893,30.6285,32.1228,34.4321,33.3421,33.0556,33.0221,33.1671,33.236,33.7195,35.3742,34.6157,34.3902,34.3265,34.4081,34.4068,34.6247
8/2/2021,136.96,134.92,136.03,136.91,37.0256,28.9122,27.1377,26.595,26.8525,28.0344,33.0229,34.1059,32.2115,31.7093,31.5333,31.5795,31.6819,32.6439,33.6033,30.9281,30.306,30.1868,30.1578,30.4121,31.8892,34.0958,32.8879,32.512,32.4487,32.6283,32.6305,33.1367,35.0621,34.1905,33.9797,33.8566,33.884,33.9088,34.1454
9/2/2021,137.877,135.85,136.62,136.01,37.913,30.3919,28.404,27.5322,27.8162,29.0266,34.5959,34.8284,33.018,32.5735,32.3448,32.4086,32.4286,33.2645,34.4904,31.9286,31.3891,31.2702,31.1674,31.411,32.8224,34.7853,33.561,33.2169,33.309,33.2022,33.2865,33.7013,35.5854,34.7487,34.5067,34.4804,34.4296,34.4443,34.6177
10/2/2021,136.99,134.4,136.48,135.39,41.1332,31.1409,28.2945,27.0615,27.4775,28.9712,35.4203,34.9114,32.7375,32.2019,31.9114,32.1705,32.1901,33.135,34.7113,31.8286,31.0594,30.746,30.9727,31.1587,32.5011,35.0251,33.6999,33.3489,33.1549,33.337,33.4899,33.8587,35.8485,35.0176,34.744,34.5509,34.6338,34.7027,34.883
11/2/2021,136.39,133.77,135.9,135.13,41.4998,29.9368,26.5272,25.0999,25.0123,26.5268,33.8558,34.1974,31.7957,31.2228,30.8668,30.8414,30.8509,31.8881,34.0159,30.8914,30.1897,29.9337,29.7573,29.8852,31.2531,33.2145,32.2255,31.8791,31.7677,32.1174,32.1599,33.3311,35.3449,34.4488,34.1999,34.0303,33.9989,33.9858,34.2243
12/2/2021,135.53,133.692,134.35,135.37,42.0354,27.9908,23.2214,21.277,22.3083,25.3955,35.0621,33.3119,30.3399,29.5332,29.1318,29.164,29.3159,30.5849,33.0089,29.2691,28.2972,28.032,27.9843,28.2715,30.119,32.7433,31.6549,31.2505,31.156,31.4196,31.3293,32.2125,35.3029,34.4153,33.8725,33.3735,34.0302,34.2314,33.9543
16/2/2021,136.01,132.79,135.49,133.19,60.5496,39.9304,31.2303,27.7601,28.4227,33.1551,52.2988,34.276,31.0867,30.1656,29.8013,29.9818,30.1041,31.4883,34.3103,30.7844,29.7936,29.4553,29.5884,29.7756,31.3087,33.8436,32.2163,31.8663,31.7924,31.8831,31.9236,32.4901,35.8632,35.0748,34.8073,34.6658,34.5787,34.5302,34.7902
17/2/2021,132.22,129.47,131.25,130.84,66.3049,42.9034,31.8082,27.0607,29.1481,34.9746,53.4336,35.1355,31.7473,30.9526,30.4137,30.4917,30.7183,32.2016,35.2967,31.651,30.7649,30.2616,30.3017,30.5529,32.1548,34.227,32.6596,32.1238,32.0504,31.9643,31.9582,32.2626,36.1139,35.101,34.792,34.5694,34.408,34.2591,34.2895
18/2/2021,129.995,127.41,129.2,129.71,83.5278,56.0443,38.5582,30.0605,31.3354,42.3276,72.4512,36.0214,32.3535,31.3109,31.0568,30.782,30.9137,32.2031,36.1137,32.3298,31.2538,30.9756,30.7012,30.8231,32.1634,34.6811,33.1246,32.6464,32.6676,32.5031,32.444,32.5518,36.3962,35.4564,35.0956,34.7902,34.7068,34.646,34.6822
19/2/2021,130.71,128.8,130.24,129.87,41.5677,30.0451,26.1262,24.3166,24.2543,26.3604,35.4242,34.4917,30.7084,29.5473,29.3021,29.0071,29.1554,30.7888,34.4917,30.7084,29.5473,29.3021,29.0071,29.1554,30.7888,33.79,32.2112,31.7235,31.6482,31.4482,31.3413,31.5305,35.6653,34.7589,34.3781,34.0175,33.828,33.7147,33.8111
22/2/2021,129.72,125.6,128.01,126,38.6987,34.7721,33.5341,32.7707,32.4009,32.2096,33.1421,35.7258,33.9378,33.3977,33.2347,32.958,32.8154,32.9599,38.0414,34.5419,33.4149,32.741,32.422,32.2069,32.8682,36.1072,34.5493,34.0545,33.842,33.5571,33.4187,33.5104,37.1768,36.254,35.8878,35.5468,35.2438,35.1174,35.067
23/2/2021,126.71,118.39,123.76,125.86,40.4829,36.221,34.8714,33.9478,34.0655,33.6653,34.6035,37.1435,35.1227,34.433,34.6271,34.2765,33.9549,34,39.6083,35.9879,34.8287,33.9744,34.0205,33.7485,34.314,37.5303,35.7741,35.1602,35.1859,34.8874,34.612,34.6023,38.3712,37.2371,36.8061,36.4655,36.2938,36.1246,35.9946
24/2/2021,125.56,122.23,124.94,125.35,39.9277,35.5257,34.0811,33.4868,33.1658,32.8824,34.1083,36.9218,34.8939,34.1408,34.0564,33.963,33.7255,33.9091,39.0044,35.3593,34.239,33.7072,33.3358,33.1099,33.785,37.3689,35.6714,35.0334,34.8458,34.6992,34.4872,34.603,38.1664,37.1197,36.7123,36.3535,36.1309,35.9693,35.9308
25/2/2021,126.459,120.54,124.68,120.99,47.0126,42.4039,40.6029,39.4852,39.5457,38.6704,38.7429,40.9076,38.8192,37.8691,38.2965,37.7516,37.2415,36.9576,44.9962,41.3058,39.9077,38.9224,39.0244,38.3533,38.0477,40.8135,39.0021,38.2205,38.3534,37.9556,37.5817,37.3407,40.4379,39.1402,38.648,38.3387,38.2079,38.064,37.8932
26/2/2021,124.85,121.2,122.59,121.26,44.7342,39.4952,37.6791,36.2175,35.4469,34.6284,34.7063,39.4205,37.148,36.2697,35.4929,35.3449,34.9384,34.5697,42.4983,38.6154,37.1263,36.1735,35.493,34.6997,34.246,39.4374,37.5596,36.7615,36.1567,35.9531,35.6316,35.3147,39.2694,37.9637,37.3701,36.9986,36.7673,36.5597,36.2765
1/3/2021,127.93,122.79,123.75,127.79,38.8878,33.6325,32.2506,31.599,31.2872,30.861,31.8786,35.4711,33.373,32.6289,32.0272,32.4321,32.0959,32.1518,36.1399,33.1911,32.343,31.9863,31.633,31.3337,31.4779,36.1951,34.7116,34.1834,33.8012,33.8502,33.5918,33.594,36.512,35.5722,35.2018,35.0121,34.8715,34.746,34.6662
2/3/2021,128.72,125.01,128.41,125.12,41.7711,36.4275,34.8772,33.7746,32.9771,32.2788,32.8956,36.8257,34.674,33.9118,33.292,33.1996,32.8905,32.7106,37.8503,34.88,33.9583,33.2001,32.7818,32.3637,32.2436,37.286,35.6922,35.1717,34.7571,34.4926,34.2057,34.0455,37.154,36.1106,35.7766,35.4562,35.2177,35.0256,34.8838
3/3/2021,125.71,121.84,124.81,122.06,46.1668,40.2642,38.203,37.2537,36.2985,35.5947,35.5623,39.1008,36.5724,35.7539,35.5927,34.9835,34.6438,34.392,40.6401,37.3993,36.2761,35.5489,35.2909,34.7448,34.3829,38.8311,37.1126,36.4386,36.147,35.746,35.5247,35.224,38.0295,36.9321,36.4419,36.1368,35.9299,35.7361,35.479
4/3/2021,123.6,118.62,121.75,120.13,51.3246,45.0073,42.5406,40.7498,39.2946,38.3723,38.2266,42.0361,39.3667,38.2921,37.5593,37.0885,36.4668,35.9858,44.0267,40.5941,39.283,38.4121,37.4249,36.9674,36.3661,40.6863,38.9231,38.135,37.9653,37.4753,37.0904,36.6151,39.6601,38.4061,37.9323,37.5815,37.2745,37.0653,36.9036
5/3/2021,121.935,117.57,120.98,121.42,47.0729,39.9269,37.5623,35.8806,34.5067,33.8929,34.7309,39.0578,36.3135,35.3325,34.5785,34.2312,33.7679,33.4736,40.3866,36.9393,35.6691,34.8151,34.1659,33.5388,33.349,38.6893,36.7497,36.2322,35.7949,35.4546,35.0324,34.9916,38.1004,36.8989,36.4489,36.061,35.7295,35.6009,35.529
8/3/2021,121,116.21,120.93,116.36,56.3205,48.7512,45.9648,44.4083,43.5608,42.9952,43.8771,42.7523,40.1305,39.15,38.6344,38.6482,38.1312,37.9734,44.4632,41.3517,40.0499,39.6723,39.2573,38.8221,38.6688,41.0317,39.3661,38.7414,38.4418,38.2552,38.1017,37.8157,39.3311,38.1707,37.7586,37.5659,37.3805,37.1676,37.1386
9/3/2021,122.06,118.79,119.03,121.085,48.3498,40.4458,37.9253,35.9558,35.1139,34.4795,36.8255,38.6981,36.2092,35.3238,35.0579,34.632,34.228,34.0826,39.5055,36.4591,35.2402,34.5463,34.4605,34.0822,34.0711,38.3652,36.8088,36.2819,35.8169,35.659,35.463,35.4033,37.4502,36.3752,35.9859,35.7869,35.5983,35.4898,35.4797
10/3/2021,122.17,119.45,121.69,119.98,49.6482,41.3211,38.775,37.185,35.879,35.6161,37.6521,39.287,36.8792,35.9748,35.323,35.0813,34.7365,34.8103,39.9515,37.1226,35.9889,35.5099,34.9678,34.6488,34.824,38.8348,37.4614,36.8763,36.4311,36.1174,35.9259,35.8768,37.6754,36.7538,36.4911,36.1805,35.9061,35.7925,35.8126
11/3/2021,123.21,121.26,122.54,121.96,47.7822,37.5929,34.5382,33.3443,32.503,32.6224,37.4202,37.3744,34.9055,34.1447,33.7874,33.6667,33.3568,33.5826,37.7594,34.8526,33.9598,33.6125,33.2732,33.0758,33.4624,38.1494,36.6451,36.2392,36.0721,35.8829,35.7146,35.7822,36.8292,35.9252,35.5993,35.4136,35.2897,35.2673,35.2992
12/3/2021,121.17,119.16,120.4,121.03,46.8894,36.3557,33.4372,31.5581,30.7012,31.0408,37.2443,37.4481,35.0548,34.3159,34.0904,33.6518,33.4803,33.8664,37.6589,34.979,34.1924,33.6615,33.3696,33.2049,33.6753,38.1973,36.7821,36.2716,36.0106,35.7922,35.8673,35.8684,36.7561,35.8683,35.5964,35.4337,35.3563,35.2564,35.2109
15/3/2021,124,120.42,121.41,123.99,53.9884,40.7447,36.7189,35.6986,35.4936,36.2908,42.7482,37.2766,34.9345,34.3306,33.9061,33.8971,33.9404,34.526,37.305,34.9121,34.2913,33.8919,33.8482,33.8656,34.5046,38.479,37.3317,36.9368,36.7775,36.6093,36.5957,36.9348,37.5482,36.7713,36.5683,36.3948,36.3199,36.3207,36.5993
16/3/2021,127.22,124.715,125.7,125.57,60.0243,42.3719,35.4839,32.4846,32.5779,35.058,46.5238,35.6518,32.9741,32.1725,31.7225,31.6829,31.6173,32.5375,35.6518,32.9741,32.1725,31.7225,31.6829,31.6173,32.5375,37.1179,36.001,35.7041,35.4472,35.185,35.1547,35.6136,36.4066,35.6312,35.4712,35.3048,35.1231,35.1603,35.5172
17/3/2021,125.86,122.336,124.05,124.76,69.2744,45.1597,37.3444,34.2962,35.1904,39.583,53.7613,35.9915,33.4045,32.6804,32.3984,32.4706,32.4941,33.1781,35.9142,33.397,32.6988,32.4458,32.533,32.5444,33.2092,37.0546,35.9958,35.666,35.5595,35.5989,35.6158,35.8513,36.3038,35.5628,35.3888,35.4724,35.4574,35.4234,35.6505
18/3/2021,123.18,120.32,122.88,120.53,96.0405,62.1858,50.7473,45.5295,44.1136,52.1702,76.2956,39.5972,36.8702,35.9957,35.8261,35.7481,35.6213,36.2689,39.3014,36.7198,35.8629,35.7582,35.6925,35.5505,36.1309,38.6976,37.5005,37.2121,37.069,36.9537,36.975,37.299,37.2732,36.5249,36.3059,36.2819,36.5129,36.5028,36.6688
19/3/2021,121.43,119.675,119.9,119.99,43.9497,35.378,32.5977,31.1203,31.1525,31.9711,37.3532,36.7907,33.9097,32.9454,32.3407,32.6754,32.5013,33.2886,36.6453,33.9718,33.0395,32.5841,32.8523,32.6793,33.3331,37.0929,36.072,35.7655,35.5192,35.4648,35.4271,35.6902,36.1318,35.394,35.236,35.124,35.1726,35.3527,35.6259
22/3/2021,123.87,120.26,120.33,123.39,33.6044,30.1775,29.2434,29.0275,28.669,28.5286,29.7141,33.7185,32.7102,32.4197,32.3282,32.288,32.2936,32.6303,32.8816,30.169,29.4247,29.264,29.1744,29.0226,29.7187,33.6772,32.6915,32.4067,32.3219,32.2915,32.3015,32.64,32.8464,32.3135,32.1508,32.2155,32.3574,32.4345,32.7795
23/3/2021,124.24,122.14,123.33,122.54,34.2893,30.7838,29.6694,29.5011,28.9252,28.3714,29.107,33.8746,32.6859,32.2986,32.1459,32.0656,32.0347,32.2689,33.3066,30.4806,29.6278,29.2332,29.2143,28.8383,29.2449,33.7361,32.6019,32.2319,32.0924,32.0227,31.9994,32.2322,32.3569,31.7624,31.5749,31.5923,31.6516,31.6788,31.8768
24/3/2021,122.9,120.065,122.82,120.09,36.2197,32.4066,31.1192,30.163,29.7134,29.1692,29.794,34.8563,33.4494,33.0604,32.7446,32.541,32.4169,32.5647,35.1059,32.2963,31.357,30.7121,30.553,30.0713,30.3719,34.623,33.2977,32.9173,32.6215,32.4709,32.3615,32.5042,33.0781,32.28,31.9812,31.8099,31.9701,31.9783,32.104
25/3/2021,121.66,119,119.54,120.59,36.1373,31.8996,30.4362,29.7337,28.926,28.3404,29.1226,34.8221,33.3128,32.8921,32.5369,32.3024,32.1831,32.3635,35.5874,32.5603,31.6237,31.209,30.6536,30.2315,30.4891,34.4988,33.0988,32.6941,32.3952,32.1951,32.0993,32.296,32.8829,32.0535,31.7673,31.6856,31.6508,31.6674,31.9082
26/3/2021,121.48,118.92,120.35,121.21,34.9737,30.4165,28.903,27.7217,26.9339,26.4739,27.8068,34.4192,32.7667,32.3166,31.8851,31.4859,31.3794,31.6413,35.0887,32.0873,31.0985,30.5317,30.0763,29.6432,29.9971,33.9895,32.527,32.107,31.7106,31.3732,31.2944,31.5415,32.3286,31.5798,31.3064,31.0737,30.96,30.9622,31.1265
29/3/2021,122.58,120.73,121.65,121.39,36.7419,31.6409,30.0716,28.8648,27.8753,27.1794,28.3189,34.9747,33.3924,32.9357,32.5627,32.3028,32.1983,32.3882,36.9968,34.3345,33.4606,32.9036,32.7658,32.2554,32.3212,34.1735,32.8408,32.4481,32.1356,31.9529,31.8938,32.1098,32.3417,31.5647,31.3298,31.1874,31.2012,31.2357,31.4494
30/3/2021,120.403,118.86,120.11,119.9,36.1302,30.9841,29.5437,28.631,28.2043,27.9038,29.605,34.6519,33.136,32.7572,32.5956,32.4919,32.42,32.67,37.0928,34.5122,33.723,33.4225,33.4732,33.283,33.5032,33.7684,32.5173,32.1849,32.1104,32.0174,32.0717,32.2958,32.0102,31.2633,31.1196,31.2184,31.206,31.3359,31.4729
31/3/2021,123.52,121.15,121.65,122.15,35.015,29.2419,27.4711,26.2437,25.1822,24.9482,27.1871,33.3257,31.8233,31.4441,31.0917,30.7628,30.6293,30.9011,36.0724,33.2687,32.5986,32.0087,31.5135,31.0428,31.3591,32.5393,31.3196,31.032,30.6914,30.4549,30.4552,30.7247,31.1767,30.4681,30.2589,30.0721,30.0273,30.1083,30.2889
1/4/2021,124.18,122.49,123.66,123,32.8258,26.1378,24.372,23.6761,23.1349,23.316,26.2872,31.8954,30.3412,29.9465,29.5972,29.3731,29.4099,29.8307,33.7558,30.982,30.248,29.9159,29.6743,29.3567,29.9141,31.2232,30.0088,29.7109,29.4839,29.3365,29.4016,29.7823,30.2101,29.485,29.3295,29.3128,29.3029,29.339,29.6156
5/4/2021,126.16,123.07,123.87,125.9,36.1071,28.6003,26.7883,26.3031,26.0018,26.5766,30.4111,32.1251,30.5522,30.2001,29.9917,30.0421,30.1272,30.7379,33.9456,31.6545,31.2292,30.908,30.5697,30.5989,31.4053,31.1871,30.1096,29.8384,29.7899,29.776,29.8943,30.4014,30.2574,29.528,29.3845,29.3871,29.4607,29.5832,29.9118
6/4/2021,127.13,125.65,126.5,126.21,36.7016,28.0981,25.9196,24.8351,24.5432,25.1324,30.3875,31.7658,30.1959,29.9415,29.6636,29.3107,29.3572,30.0821,33.7955,31.5686,31.0245,30.7042,30.2531,30.2132,31.2474,30.7287,29.7028,29.4506,29.2939,29.1168,29.2094,29.7294,29.8279,29.2166,29.0564,28.9809,28.9723,29.0538,29.3024
7/4/2021,127.92,125.14,125.83,127.9,37.4945,27.132,24.4675,23.3958,22.8629,23.572,29.9795,31.1531,29.663,29.2864,28.9963,28.8585,29.0502,29.8545,33.2793,30.8861,30.3468,30.084,29.8391,29.8086,30.833,30.3409,29.2877,28.9779,28.8471,28.8273,29.0022,29.5025,29.544,28.8785,28.7544,28.7802,28.8185,28.8293,29.0549
8/4/2021,130.39,128.52,128.95,130.36,38.2038,27.4952,24.5038,23.5336,23.6402,25.001,31.8322,31.5093,29.8539,29.4471,29.1745,29.1284,29.2319,30.0342,33.3696,31.1772,30.7235,30.541,30.1955,30.3095,31.3223,30.4487,29.4265,29.2436,29.1304,28.9383,29.0916,29.6052,29.7153,29.0024,28.8041,28.6766,28.7967,28.8889,29.1131
9/4/2021,133.04,129.47,129.8,132.995,41.9801,29.0063,25.7171,25.1552,25.803,27.9905,33.9741,31.3113,29.8156,29.5149,29.3804,29.3088,29.3046,30.137,33.2292,31.1494,30.8551,30.7482,30.6367,30.7126,31.8334,30.5202,29.462,29.2071,29.0873,29.1207,29.2124,29.6946,29.7716,29.0471,28.8982,28.9594,29.0098,29.001,29.2406
12/4/2021,132.85,130.63,132.52,131.24,48.9948,33.4987,29.081,28.197,29.0549,31.6871,40.4367,32.3099,30.6258,30.3518,30.1316,29.9414,30.1165,31.0043,33.6707,31.7239,31.4438,31.3455,31.2895,31.4493,32.5915,30.9692,29.8877,29.6744,29.5693,29.5537,29.704,30.2036,30.318,29.562,29.3823,29.308,29.3743,29.4648,29.7007
13/4/2021,134.66,131.93,132.44,134.43,53.9415,36.1562,29.59,27.9346,29.6926,32.2561,43.4896,33.1429,31.5418,31.1285,30.7714,30.7985,30.9846,31.9843,34.3552,32.5101,32.1557,32.1597,31.9364,32.2922,33.5554,31.5695,30.4833,30.2337,30.1838,30.1609,30.2477,30.8675,30.6795,29.8874,29.7564,29.8044,29.7686,29.7646,30.1175
14/4/2021,135,131.655,134.94,132.03,66.2308,44.6485,34.0145,30.9524,32.187,36.0114,53.1466,34.0371,32.2257,31.9482,31.7855,31.7298,32.0239,32.8795,35.277,33.3119,33.0694,33.0203,33.0904,33.1738,34.2478,32.2777,31.1277,30.8786,30.8057,30.8501,30.9592,31.3865,31.2049,30.4662,30.2247,30.2139,30.3608,30.3599,30.4939
15/4/2021,135,133.64,133.82,134.5,83.1724,50.5362,33.2208,25.6147,26.9991,40.2634,58.8708,33.1997,31.3677,30.9483,30.7638,30.7283,30.809,31.6171,34.3025,32.2841,31.8916,31.757,31.698,31.8696,32.897,31.4057,30.3464,30.062,29.9198,29.8779,29.9206,30.3147,30.5637,29.736,29.534,29.6852,29.6143,29.5145,29.6354
16/4/2021,134.67,133.28,134.3,134.16,39.7796,28.7092,25.9266,25.3239,25.8828,27.2154,33.6377,32.6723,30.7669,30.3369,30.0713,30.0089,30.1018,31.1025,33.6736,31.5718,31.2004,30.9876,30.8629,30.9544,32.1079,30.9002,29.71,29.3696,29.2168,29.1011,29.0956,29.5505,30.0833,29.2161,28.9775,29.0575,29.0178,28.9582,29.0737
19/4/2021,135.47,133.34,133.51,134.84,33.5038,31.7791,31.528,31.2129,31.0768,31.1664,32.0595,31.2911,30.1541,29.8018,29.5313,29.5713,29.645,30.0122,33.9429,32.1237,31.8918,31.5668,31.4694,31.5682,32.5414,31.2408,30.1176,29.7716,29.5132,29.5479,29.6166,29.9749,30.4114,29.5913,29.3681,29.3101,29.2396,29.2114,29.384
20/4/2021,135.53,131.81,135.02,133.11,34.5467,32.8006,32.6601,32.13,32.0742,32.1372,32.7489,31.7126,30.5513,30.2719,30.1685,30.103,30.066,30.4944,34.7718,32.9929,32.8427,32.3273,32.2683,32.3442,32.9945,31.6079,30.4804,30.2067,30.1059,30.041,30.0018,30.4139,30.799,30.0321,29.8127,29.7279,29.6591,29.5927,29.8309
21/4/2021,133.75,131.3,132.36,133.5,33.4485,31.6175,31.278,31.1024,30.9299,30.8227,31.4099,30.9514,29.7797,29.427,29.3316,29.2802,29.2704,29.6232,33.4485,31.6175,31.278,31.1024,30.9299,30.8227,31.4099,30.7655,29.6428,29.3066,29.2305,29.1836,29.1669,29.4878,29.8992,29.1153,28.8811,28.8851,28.8503,28.7925,28.9164
22/4/2021,134.15,131.41,133.04,131.94,34.6524,32.7109,32.288,32.0084,31.644,31.4464,31.7155,32.2376,30.7691,30.3808,30.1616,30.0495,29.9249,30.1436,34.4861,32.579,32.1596,31.8666,31.5025,31.3169,31.5973,31.9277,30.5465,30.1714,29.9671,29.8717,29.7691,29.9498,30.8275,29.8927,29.6015,29.4456,29.3806,29.3531,29.354
23/4/2021,135.12,132.16,132.16,134.32,32.592,30.5093,30.2091,30.0671,29.6683,29.3756,29.7457,30.6935,29.3549,28.9985,28.8894,28.7179,28.6163,28.9375,32.3525,30.3451,30.008,29.8461,29.496,29.2505,29.6409,30.3867,29.1463,28.8175,28.7458,28.5984,28.5058,28.7756,29.6664,28.8518,28.6375,28.6254,28.5499,28.4827,28.5587
26/4/2021,135.06,133.56,134.83,134.72,33.7397,31.5671,31.3182,31.2851,31.0992,30.9398,31.435,31.2322,29.8701,29.5124,29.2803,29.1033,29.059,29.5339,32.9925,30.9929,30.6732,30.5851,30.3609,30.2788,30.8577,30.6899,29.4646,29.1661,29.0489,28.9172,28.8609,29.1635,30.0754,29.2457,29.0557,29.0695,28.9743,28.885,28.9163
27/4/2021,135.41,134.11,135.01,134.39,32.9174,30.7307,30.6754,30.427,30.0323,29.7987,30.5577,30.5,29.096,28.6529,28.3034,28.2038,28.2193,28.6503,31.967,30.047,29.8474,29.5972,29.2891,29.1487,29.9117,30.0035,28.7948,28.4273,28.1543,28.0493,28.0302,28.3524,29.7621,28.974,28.7383,28.471,28.3351,28.2641,28.3853
28/4/2021,135.02,133.08,134.31,133.58,31.5142,29.4678,29.654,29.9233,30.0601,29.9868,30.8833,28.9343,27.8421,27.4914,27.744,27.8428,27.8485,28.4948,30.4641,28.6111,28.6082,28.8966,28.9681,29.1484,29.7719,28.6597,27.6721,27.3932,27.6334,27.71,27.6832,28.1537,28.9632,28.2262,28.0648,28.1991,28.2045,28.1252,28.2894
29/4/2021,137.07,132.45,136.47,133.48,28.9563,25.5404,25.042,25.0359,25.1161,25.3662,27.2105,28.0871,26.4027,25.8197,25.7702,25.749,25.7576,26.4461,28.3818,25.6605,25.0652,24.8924,24.96,25.1242,26.4418,27.8281,26.4447,26.0173,25.987,25.9742,25.98,26.4478,28.3064,27.4298,27.2234,27.1325,27.0607,27.0085,27.2079
30/4/2021,133.56,131.065,131.78,131.46,29.3696,24.9829,24.0969,23.6985,23.5928,23.7947,26.072,27.7471,25.7295,25.0923,24.6915,24.6476,24.7085,25.4017,28.346,25.1796,24.3363,23.8762,23.738,23.7988,25.1373,27.4488,25.8385,25.3386,25.0425,25.0495,25.0555,25.454,28.0978,27.0313,26.7203,26.5076,26.4253,26.3833,26.4636
3/5/2021,134.07,131.83,132.04,132.54,30.2544,24.4589,23.2453,22.5932,22.1705,22.3561,25.091,27.1532,24.9065,24.2076,23.8785,23.7022,23.618,24.1622,27.5907,24.1728,23.2557,22.7949,22.4922,22.4269,23.5636,26.8014,25.1379,24.6084,24.3988,24.3039,24.2321,24.5246,27.7297,26.6579,26.3005,26.128,26.0197,25.9182,25.9286
4/5/2021,131.49,126.7,131.19,127.85,37.0261,30.6827,28.5487,27.1199,26.5751,26.5276,28.3257,31.3224,28.3894,27.3614,26.8583,26.4997,26.305,26.4868,32.5825,28.6412,27.2239,26.3617,25.8476,25.633,26.3124,29.915,27.8244,27.0673,26.746,26.5204,26.3198,26.3498,29.7431,28.418,27.9629,27.7139,27.4969,27.2423,27.1354
5/5/2021,130.45,127.97,129.2,128.1,36.6736,29.669,27.3457,25.7932,24.8047,24.5466,26.7024,30.2415,27.3243,26.2559,25.7136,25.289,25.012,25.2237,31.4707,27.4644,26.0816,25.0678,24.6633,24.2659,24.883,28.8505,26.8263,26.032,25.8161,25.6011,25.3551,25.3418,28.7959,27.6176,27.0933,26.9267,26.7508,26.5416,26.3141
6/5/2021,129.75,127.13,127.89,129.74,36.0869,28.4113,26.1702,24.5896,23.624,23.5029,25.9092,30.0461,27.0613,26.1048,25.3785,24.9257,24.6473,24.9561,30.9325,26.9377,25.6116,24.6557,24.0677,23.7369,24.3209,28.6892,26.5924,26.0794,25.5865,25.1725,25.0555,25.1363,28.8443,27.5753,27.151,26.7964,26.6054,26.4352,26.3024
7/5/2021,131.258,129.475,130.85,130.21,33.9036,25.872,23.515,22.1656,21.4373,21.6588,25.8395,28.9787,25.6531,24.5894,23.7297,23.3354,23.1247,23.5823,29.4667,25.219,23.8466,23.0038,22.4184,22.0856,23.1311,27.8242,25.5932,24.8095,24.2645,24.0782,23.8883,23.9474,28.2374,26.8477,26.4011,26.0324,25.7462,25.5784,25.5362
10/5/2021,129.54,126.81,129.41,126.85,39.6539,31.3309,28.5887,26.7962,25.6465,25.3908,28.6455,31.3018,27.9005,26.6782,25.8779,25.3121,24.9578,25.1158,32.2013,27.9988,26.5697,25.4227,24.8924,24.3799,24.6857,29.217,27.0197,26.2579,25.914,25.6265,25.2285,24.9832,29.3385,27.9885,27.5209,27.1532,26.8485,26.6165,26.3849
